# 📡 Master Directory - AI Search Index
To fetch full details, request the corresponding JSON file at: https://rink-git-cron.vercel.app/api/master_directory/{ID}.json

[id] Instruments | Institute: Institution Name | Location: District | Tags: tag
[inst_100170] DC Probe Station and Semiconductor Parameter Analyzer | Institute: Indian Institute of Technology Palakkad | Location: Palakkad | Tags: semiconductors, nanotech, metrology, analytical_chem
[inst_100171] Manual DC Probe Station | Institute: Indian Institute of Technology Palakkad | Location: Palakkad | Tags: semiconductors, nanotech, metrology, surface_science
[inst_100172] Manual RF Probe Station | Institute: Indian Institute of Technology Palakkad | Location: Palakkad | Tags: semiconductors, rf_communications, metrology, pcb_design
[inst_100173] Vector Network Analyzer | Institute: Indian Institute of Technology Palakkad | Location: Palakkad | Tags: pcb_design, rf_communications, semiconductors, metrology
[inst_100174] Signal Analyzer | Institute: Indian Institute of Technology Palakkad | Location: Palakkad | Tags: semiconductors, pcb_design, rf_communications, metrology
[inst_100175] Analog Microwave Signal Generator | Institute: Indian Institute of Technology Palakkad | Location: Palakkad | Tags: rf_communications, semiconductors, metrology
[inst_100176] Wire Thermionic Bonder | Institute: Indian Institute of Technology Palakkad | Location: Palakkad | Tags: semiconductors, nanotech, pcb_design, metrology
[inst_100177] 64-channel Electroencephalograph (EEG) Data Acquisition System | Institute: Indian Institute of Technology Palakkad | Location: Palakkad | Tags: medical_devices, diagnostics
[inst_100178] Polypropylene Fume Hoods | Institute: Indian Institute of Technology Palakkad | Location: Palakkad | Tags: nanotech, semiconductors, analytical_chem, surface_science
[inst_100179] Deionized (DI) Water Plant | Institute: Indian Institute of Technology Palakkad | Location: Palakkad | Tags: water_quality, pharmaceuticals, analytical_chem
[inst_100180] Sputtering System | Institute: Indian Institute of Technology Palakkad | Location: Palakkad | Tags: nanotech, semiconductors, surface_science, metallurgy
[inst_100181] Mask Aligner | Institute: Indian Institute of Technology Palakkad | Location: Palakkad | Tags: nanotech, semiconductors, metrology, surface_science
[inst_100182] PCB Prototyping Machine | Institute: Indian Institute of Technology Palakkad | Location: Palakkad | Tags: pcb_design, semiconductors, additive_mfg, nanotech
[inst_100183] Thermal Evaporator | Institute: Indian Institute of Technology Palakkad | Location: Palakkad | Tags: nanotech, surface_science, semiconductors, solar_energy
[inst_100184] High Resolution optical microscope | Institute: Indian Institute of Technology Palakkad | Location: Palakkad | Tags: nanotech, semiconductors, metrology, surface_science
[inst_100185] Gas chromatograph with head space | Institute: ICAR-Indian Institute of Spices Research | Location: Kozhikode | Tags: analytical_chem, food_safety, pharmaceuticals, water_quality
[inst_100186] Gas Chromatography - Mass Spectrometry | Institute: ICAR-Indian Institute of Spices Research | Location: Kozhikode | Tags: analytical_chem, pharmaceuticals, food_safety, water_quality
[inst_100187] HPLC | Institute: ICAR-Indian Institute of Spices Research | Location: Kozhikode | Tags: pharmaceuticals, analytical_chem, food_safety, water_quality
[inst_100188] Real Time PCR Machine | Institute: ICAR-Indian Institute of Spices Research | Location: Kozhikode | Tags: genomics, microbiology, diagnostics, pharmaceuticals
[inst_100189] Iso  Electric Focusing System | Institute: ICAR-Indian Institute of Spices Research | Location: Kozhikode | Tags: analytical_chem, pharmaceuticals, genomics, microbiology
[inst_100190] PCR Machines | Institute: ICAR-Indian Institute of Spices Research | Location: Kozhikode | Tags: genomics, microbiology, diagnostics, pharmaceuticals
[inst_100191] Lyophiliser | Institute: ICAR-Indian Institute of Spices Research | Location: Kozhikode | Tags: food_safety, microbiology, pharmaceuticals, cell_culture
[inst_100192] Atomic absorption Spectrophotometer (ASS) | Institute: ICAR-Indian Institute of Spices Research | Location: Kozhikode | Tags: analytical_chem, soil_analysis, water_quality, food_safety
[inst_100193] GC-FID | Institute: Jawaharlal Nehru Tropical Botanical Garden and Research Institute (KSCSTE - JNTBGRI) | Location: Trivandrum | Tags: analytical_chem, pharmaceuticals, food_safety, environmental_science
[inst_100194] GC-MS | Institute: Jawaharlal Nehru Tropical Botanical Garden and Research Institute (KSCSTE - JNTBGRI) | Location: Trivandrum | Tags: analytical_chem, food_safety, pharmaceuticals, water_quality
[inst_100195] EI - MS | Institute: Jawaharlal Nehru Tropical Botanical Garden and Research Institute (KSCSTE - JNTBGRI) | Location: Trivandrum | Tags: analytical_chem, pharmaceuticals, food_safety, geosciences
[inst_100196] CI - MS | Institute: Jawaharlal Nehru Tropical Botanical Garden and Research Institute (KSCSTE - JNTBGRI) | Location: Trivandrum | Tags: analytical_chem, pharmaceuticals, food_safety, geosciences
[inst_100197] HPLC | Institute: Jawaharlal Nehru Tropical Botanical Garden and Research Institute (KSCSTE - JNTBGRI) | Location: Trivandrum | Tags: pharmaceuticals, food_safety, analytical_chem, water_quality
[inst_100198] HPTLC | Institute: Jawaharlal Nehru Tropical Botanical Garden and Research Institute (KSCSTE - JNTBGRI) | Location: Trivandrum | Tags: pharmaceuticals, analytical_chem, food_safety
[inst_100199] UV-Vis | Institute: Jawaharlal Nehru Tropical Botanical Garden and Research Institute (KSCSTE - JNTBGRI) | Location: Trivandrum | Tags: analytical_chem, pharmaceuticals, food_safety, polymers
[inst_100200] Ref.Index | Institute: Jawaharlal Nehru Tropical Botanical Garden and Research Institute (KSCSTE - JNTBGRI) | Location: Trivandrum | Tags: analytical_chem, metrology, pharmaceuticals, food_safety
[inst_100201] Optical Rotation | Institute: Jawaharlal Nehru Tropical Botanical Garden and Research Institute (KSCSTE - JNTBGRI) | Location: Trivandrum | Tags: pharmaceuticals, analytical_chem, food_safety, metrology
[inst_100202] RT-PCR | Institute: Jawaharlal Nehru Tropical Botanical Garden and Research Institute (KSCSTE - JNTBGRI) | Location: Trivandrum | Tags: genomics, microbiology, diagnostics, cell_culture
[inst_100203] CONFOCAL LASER SCANNING MICROSCOPE | Institute: Institute of Advanced VIrology | Location: Trivandrum | Tags: cell_culture, microbiology, genomics, diagnostics
[inst_100204] DNA CAPPILLARY SEQUENCER | Institute: Institute of Advanced VIrology | Location: Trivandrum | Tags: genomics, bioinformatics, diagnostics, microbiology
[inst_100205] FLUORESCENCE-ACTIVATED CELL SORTING (FACS) | Institute: Institute of Advanced VIrology | Location: Trivandrum | Tags: cell_culture, microbiology, genomics, diagnostics
[inst_100206] BIO LAYER INTERFEROMETER | Institute: Institute of Advanced VIrology | Location: Trivandrum | Tags: pharmaceuticals, microbiology, analytical_chem, cell_culture
[inst_100207] FAST PROTEIN PURIFICATION SYSTEM | Institute: Institute of Advanced VIrology | Location: Trivandrum | Tags: pharmaceuticals, analytical_chem, cell_culture, microbiology
[inst_100208] INVERTED FLURESCENCE MICROSCOPE | Institute: Institute of Advanced VIrology | Location: Trivandrum | Tags: cell_culture, microbiology, diagnostics, pharmaceuticals
[inst_100209] ULTRA CENTRIFUGE | Institute: Institute of Advanced VIrology | Location: Trivandrum | Tags: genomics, microbiology, cell_culture, pharmaceuticals
[inst_100210] HIGH PRESSURE HOMOGENISER | Institute: Institute of Advanced VIrology | Location: Trivandrum | Tags: food_safety, pharmaceuticals, microbiology, cell_culture
[inst_100211] REAL TIME PCR | Institute: Institute of Advanced VIrology | Location: Trivandrum | Tags: genomics, microbiology, diagnostics, pharmaceuticals
[inst_100212] MULTI MODE PLATE READER | Institute: Institute of Advanced VIrology | Location: Trivandrum | Tags: microbiology, cell_culture, pharmaceuticals, diagnostics
[inst_100213] GEL DOCUMENTATION SYSTEM WITH CHEMILUMINESENCE | Institute: Institute of Advanced VIrology | Location: Trivandrum | Tags: genomics, microbiology, diagnostics, cell_culture
[inst_100214] MULTIFUNCTIONAL ELECTRO FUSION & ELECTROPORATION UNIT WITH HYBRIDOMA PRODUCTION | Institute: Institute of Advanced VIrology | Location: Trivandrum | Tags: cell_culture, microbiology, pharmaceuticals, genomics
[inst_100215] UV VIS SPECTROPHOTOMETER WITH MICROCELL HOLDER | Institute: Institute of Advanced VIrology | Location: Trivandrum | Tags: pharmaceuticals, analytical_chem, diagnostics, food_safety
[inst_100216] ELISA READER & WASHER | Institute: Institute of Advanced VIrology | Location: Trivandrum | Tags: microbiology, pharmaceuticals, diagnostics, cell_culture
[inst_100217] THERMAL MIXER | Institute: Institute of Advanced VIrology | Location: Trivandrum | Tags: cell_culture, microbiology, pharmaceuticals, analytical_chem
[inst_100218] NANO PHOTOMETER (MICROVOLUME SPECTRO PHOTOMETER) | Institute: Institute of Advanced VIrology | Location: Trivandrum | Tags: genomics, microbiology, analytical_chem, diagnostics
[inst_100219] HIGH SPEED CENTRIGUGE | Institute: Institute of Advanced VIrology | Location: Trivandrum | Tags: microbiology, cell_culture, pharmaceuticals, genomics
[inst_100220] PLATE CENTRIFUGE | Institute: Institute of Advanced VIrology | Location: Trivandrum | Tags: cell_culture, microbiology, pharmaceuticals, genomics
[inst_100221] PROTEIN THERMAL SHIFT SOFTWARE | Institute: Institute of Advanced VIrology | Location: Trivandrum | Tags: pharmaceuticals, genomics, bioinformatics, diagnostics
[inst_100222] SNAPGENE SOFTWARE | Institute: Institute of Advanced VIrology | Location: Trivandrum | Tags: genomics, bioinformatics, microbiology, cell_culture
[inst_100223] CHNS Analyzer | Institute: Kerala Forest Research Institute (KSCSTE-KFRI) | Location: Thrissur | Tags: analytical_chem, soil_analysis, food_safety, geosciences
[inst_100224] Flame photometers | Institute: Kerala Forest Research Institute (KSCSTE-KFRI) | Location: Thrissur | Tags: analytical_chem, soil_analysis, water_quality, crop_science
[inst_100225] Freeze Dryer/Lyphophilizer | Institute: Kerala Forest Research Institute (KSCSTE-KFRI) | Location: Thrissur | Tags: food_safety, microbiology, pharmaceuticals, cell_culture
[inst_100226] FT-IR | Institute: Kerala Forest Research Institute (KSCSTE-KFRI) | Location: Thrissur | Tags: analytical_chem, polymers, surface_science, pharmaceuticals
[inst_100227] Gas chromatograph(GC) | Institute: Kerala Forest Research Institute (KSCSTE-KFRI) | Location: Thrissur | Tags: pharmaceuticals, analytical_chem, food_safety, water_quality
[inst_100228] Gas chromatograph -Mass spectrometer (GC-MS) | Institute: Kerala Forest Research Institute (KSCSTE-KFRI) | Location: Thrissur | Tags: food_safety, pharmaceuticals, analytical_chem, water_quality
[inst_100229] High Performance Thin Layer Chromatograph (HPTLC) | Institute: Kerala Forest Research Institute (KSCSTE-KFRI) | Location: Thrissur | Tags: pharmaceuticals, analytical_chem, food_safety
[inst_100230] ICP Optical Emission Spectrometer (ICP OES) | Institute: Kerala Forest Research Institute (KSCSTE-KFRI) | Location: Thrissur | Tags: analytical_chem, water_quality, geosciences, food_safety
[inst_100231] Microwave Digester | Institute: Kerala Forest Research Institute (KSCSTE-KFRI) | Location: Thrissur | Tags: analytical_chem, food_safety, soil_analysis, pharmaceuticals
[inst_100232] Reversed Phase - High Performance Liquid Chromatography (RP-HPLC) | Institute: Kerala Forest Research Institute (KSCSTE-KFRI) | Location: Thrissur | Tags: pharmaceuticals, analytical_chem, food_safety, water_quality
[inst_100233] UV-Visible Spectrophotometer | Institute: Kerala Forest Research Institute (KSCSTE-KFRI) | Location: Thrissur | Tags: pharmaceuticals, analytical_chem, food_safety, polymers
[inst_100234] X-Ray Diffractometer (XRD) | Institute: Kerala Forest Research Institute (KSCSTE-KFRI) | Location: Thrissur | Tags: nanotech, metallurgy, surface_science, analytical_chem
[inst_100235] Lyphophilizer | Institute: Kerala Forest Research Institute (KSCSTE-KFRI) | Location: Thrissur | Tags: food_safety, microbiology, pharmaceuticals, cell_culture
[inst_100236] Water Quality Analysis | Institute: Kerala Forest Research Institute (KSCSTE-KFRI) | Location: Thrissur | Tags: water_quality, analytical_chem, food_safety, geosciences
[inst_100237] Coir Pith Testing | Institute: Central Coir Research Institute | Location: Alappuzha | Tags: soil_analysis, crop_science, analytical_chem
[inst_100238] Fermenter | Institute: Central Coir Research Institute | Location: Alappuzha | Tags: microbiology, cell_culture, food_safety, pharmaceuticals
[inst_100239] Laboratory Spray Dryer And Incubating room for
Pithplus &amp; Coirret | Institute: Central Coir Research Institute | Location: Alappuzha | Tags: microbiology, cell_culture, analytical_chem
[inst_100240] Testing of Coir , Fibre, Yarn, Rubberised Coir, Coir Geo-textiles and other coir products | Institute: Central Coir Research Institute | Location: Alappuzha | Tags: textiles, polymers, analytical_chem
[inst_100241] Testing of coir pith for NPK, Salinity, Electrical Conductivity, pH, Lignin, Moisture, Cation Exchange Capacity(CEC), E.coli and Salmonella | Institute: Central Coir Research Institute | Location: Alappuzha | Tags: soil_analysis, microbiology, analytical_chem, crop_science
[inst_100242] Particle size analizer | Institute: Central Coir Research Institute | Location: Alappuzha | Tags: nanotech, analytical_chem, metrology, polymers
[inst_100243] Inductively Coupled Plasma Atomic Emission Spectroscopy (ICP-AES), | Institute: Central Coir Research Institute | Location: Alappuzha | Tags: analytical_chem, water_quality, soil_analysis, geosciences
[inst_100244] Universal Tensile Testing Machine (100 kN) | Institute: Central Coir Research Institute | Location: Alappuzha | Tags: textiles, polymers, metallurgy, metrology
[inst_100245] Xenotest | Institute: Central Coir Research Institute | Location: Alappuzha | Tags: textiles, polymers, analytical_chem
[inst_100246] Linitest | Institute: Central Coir Research Institute | Location: Alappuzha | Tags: textiles, analytical_chem, metrology
[inst_100247] Colour Matching Cabinet | Institute: Central Coir Research Institute | Location: Alappuzha | Tags: textiles, analytical_chem, metrology
[inst_100248] Test the quality parameters of coir | Institute: Central Coir Research Institute | Location: Alappuzha | Tags: textiles, analytical_chem, metrology
[inst_100249] Dry Sieve - Motorized | Institute: Central Coir Research Institute | Location: Alappuzha | Tags: soil_analysis, textiles, analytical_chem, metrology
[inst_100250] Bursting Strength Tester | Institute: Central Coir Research Institute | Location: Alappuzha | Tags: textiles, polymers, metrology
[inst_100251] Cone Drop Test Apparatus | Institute: Central Coir Research Institute | Location: Alappuzha | Tags: textiles, metrology, polymers
[inst_100252] Modified Direct Shear Apparatus | Institute: Central Coir Research Institute | Location: Alappuzha | Tags: soil_analysis, geosciences, textiles
[inst_100253] CBR Push Through Apparatus | Institute: Central Coir Research Institute | Location: Alappuzha | Tags: soil_analysis, metrology, textiles
[inst_100254] Digital pH Meter | Institute: Central Coir Research Institute | Location: Alappuzha | Tags: analytical_chem, water_quality, soil_analysis, food_safety
[inst_100255] In Plane/ Cross Permeability Apparatus | Institute: Central Coir Research Institute | Location: Alappuzha | Tags: textiles, polymers, metrology, analytical_chem
[inst_100256] Gradient Ratio Test Apparatus | Institute: Central Coir Research Institute | Location: Alappuzha | Tags: soil_analysis, geosciences, water_quality, metrology
[inst_100257] Long Term Flow Permeo Meter | Institute: Central Coir Research Institute | Location: Alappuzha | Tags: textiles,metrology,analytical_chem
[inst_100258] Hydro- Dynamic Sieve Test Apparatus | Institute: Central Coir Research Institute | Location: Alappuzha | Tags: textiles, metrology, analytical_chem
[inst_100259] Rubberised Coir (All Tests) | Institute: Central Coir Research Institute | Location: Alappuzha | Tags: textiles, polymers, analytical_chem
[inst_100260] Coir Yarn Test | Institute: Central Coir Research Institute | Location: Alappuzha | Tags: textiles, metrology, analytical_chem
[inst_100261] Curled Coir Rope Test | Institute: Central Coir Research Institute | Location: Alappuzha | Tags: textiles, polymers, metrology
[inst_100262] Retted /Brown Coir Fibre(All Test) | Institute: Central Coir Research Institute | Location: Alappuzha | Tags: textiles, polymers, analytical_chem
[inst_100263] Coir Geo Textiles | Institute: Central Coir Research Institute | Location: Alappuzha | Tags: textiles, soil_analysis, geosciences, crop_science
[inst_100264] Coir Matting/Mats (All Tests) | Institute: Central Coir Research Institute | Location: Alappuzha | Tags: textiles,polymers,metrology
[inst_100265] Wet Processing | Institute: Central Coir Research Institute | Location: Alappuzha | Tags: textiles, analytical_chem, water_quality, green_chem
[inst_100266] Coir Rope (All Tests) | Institute: Central Coir Research Institute | Location: Alappuzha | Tags: textiles, metrology, analytical_chem
[inst_100267] Coir pith | Institute: Central Coir Research Institute | Location: Alappuzha | Tags: soil_analysis, crop_science, green_chem
[inst_100268] SEM Analysis 1000.00 | Institute: Central Coir Research Institute | Location: Alappuzha | Tags: nanotech, metallurgy, surface_science, analytical_chem
[inst_100269] HPLC Analysis 1000.00 | Institute: Central Coir Research Institute | Location: Alappuzha | Tags: analytical_chem, pharmaceuticals, food_safety, water_quality
[inst_100270] GCMS Analysis 1000.00 | Institute: Central Coir Research Institute | Location: Alappuzha | Tags: analytical_chem, food_safety, pharmaceuticals, water_quality
[inst_100271] TGA/DSC Analysis | Institute: Central Coir Research Institute | Location: Alappuzha | Tags: polymers, textiles, analytical_chem, metrology
[inst_100272] 3D Profilometer | Institute: National Institute of Technology Calicut (NITC) | Location: Kozhikode | Tags: nanotech, surface_science, semiconductors, metrology
[inst_100273] Nano indenter | Institute: National Institute of Technology Calicut (NITC) | Location: Kozhikode | Tags: nanotech, metallurgy, metrology, surface_science
[inst_100274] Thermal imager | Institute: National Institute of Technology Calicut (NITC) | Location: Kozhikode | Tags: nanotech, semiconductors, metrology, surface_science
[inst_100275] High Speed camera | Institute: National Institute of Technology Calicut (NITC) | Location: Kozhikode | Tags: metrology, nanotech, surface_science, metallurgy
[inst_100276] KISTLER Dynamometer | Institute: National Institute of Technology Calicut (NITC) | Location: Kozhikode | Tags: metallurgy, metrology, additive_mfg, surface_science
[inst_100277] DYNOWARE Software On Machine Measurement with CCD camera | Institute: National Institute of Technology Calicut (NITC) | Location: Kozhikode | Tags: metrology, surface_science, analytical_chem
[inst_100278] Stratasys F170 | Institute: National Institute of Technology Calicut (NITC) | Location: Kozhikode | Tags: additive_mfg, polymers, metrology
[inst_100279] STRATASYS DIMENSION SST 768 | Institute: National Institute of Technology Calicut (NITC) | Location: Kozhikode | Tags: additive_mfg, polymers, metrology
[inst_100280] Vertical Machining Centre | Institute: National Institute of Technology Calicut (NITC) | Location: Kozhikode | Tags: metallurgy, additive_mfg, metrology
[inst_100281] CNC TURNING CENTRE | Institute: National Institute of Technology Calicut (NITC) | Location: Kozhikode | Tags: metallurgy, additive_mfg, metrology
[inst_100282] CNC ELECTRIC DISCHARGE MACHINE | Institute: National Institute of Technology Calicut (NITC) | Location: Kozhikode | Tags: metallurgy, additive_mfg, metrology, surface_science
[inst_100283] CNC WIRE ELECTRIC DISCHARGE MACHINE | Institute: National Institute of Technology Calicut (NITC) | Location: Kozhikode | Tags: metallurgy, additive_mfg, metrology, surface_science
[inst_100284] COORDINATE MEASURING MACHINE | Institute: National Institute of Technology Calicut (NITC) | Location: Kozhikode | Tags: metrology, additive_mfg, metallurgy, surface_science
[inst_100285] SolidWorks, Creo, Catia, Ansys, Abaqus, Siemens NX, MSC Adams, Mastercam, Fluent. | Institute: National Institute of Technology Calicut (NITC) | Location: Kozhikode | Tags: additive_mfg, metrology, pcb_design, metallurgy
[inst_100286] Dynamometers | Institute: National Institute of Technology Calicut (NITC) | Location: Kozhikode | Tags: metallurgy, metrology, additive_mfg
[inst_100287] Acoustic emission sensor | Institute: National Institute of Technology Calicut (NITC) | Location: Kozhikode | Tags: metallurgy, surface_science, additive_mfg, metrology
[inst_100288] Mininmum Quantity Lubrication MQL | Institute: National Institute of Technology Calicut (NITC) | Location: Kozhikode | Tags: metallurgy, additive_mfg, metrology, analytical_chem
[inst_100289] Triaxial Accelerometer | Institute: National Institute of Technology Calicut (NITC) | Location: Kozhikode | Tags: metrology, semiconductors, additive_mfg
[inst_100290] GC-MS (Thermo Fischer-Scientific-USA) | Institute: Centre for Water Resources Development and Management | Location: Kozhikode | Tags: analytical_chem, water_quality, food_safety, pharmaceuticals
[inst_100291] Gas Chromatograph (Varian-CP3800-USA) | Institute: Centre for Water Resources Development and Management | Location: Kozhikode | Tags: analytical_chem, water_quality, food_safety, pharmaceuticals
[inst_100292] Atomic Absorption Spectrophotometer with graphite furnace (M-Series, Thermo Fischer-Scientific-USA) | Institute: Centre for Water Resources Development and Management | Location: Kozhikode | Tags: analytical_chem, water_quality, soil_analysis, geosciences
[inst_100293] VA Computrace-797 (Metrohm-Switzerland) | Institute: Centre for Water Resources Development and Management | Location: Kozhikode | Tags: water_quality, analytical_chem, geosciences
[inst_100294] Multi parameter Water Quality Analyser Sonde (YSI-6820-USA) | Institute: Centre for Water Resources Development and Management | Location: Kozhikode | Tags: water_quality, analytical_chem, geosciences, marine_tech
[inst_100295] Spectrophotometer, NOVA-60 and 60A (E-Merck-Germany) | Institute: Centre for Water Resources Development and Management | Location: Kozhikode | Tags: water_quality, analytical_chem, food_safety, pharmaceuticals
[inst_100296] Ion Meter-3345 (Jenway-UK) | Institute: Centre for Water Resources Development and Management | Location: Kozhikode | Tags: water_quality, soil_analysis, analytical_chem, food_safety
[inst_100297] UV Visible Spectrophotometer (Thermo Fischer-Scientific-USA) | Institute: Centre for Water Resources Development and Management | Location: Kozhikode | Tags: analytical_chem, water_quality, food_safety, pharmaceuticals
[inst_100298] Photometer DR/2500 (Hach-USA) | Institute: Centre for Water Resources Development and Management | Location: Kozhikode | Tags: water_quality, analytical_chem, food_safety
[inst_100299] Microprocessor Flame Photometer | Institute: Centre for Water Resources Development and Management | Location: Kozhikode | Tags: analytical_chem, water_quality, soil_analysis, food_safety
[inst_100300] Nephlo/ Turbidity Meter | Institute: Centre for Water Resources Development and Management | Location: Kozhikode | Tags: water_quality, analytical_chem, metrology
[inst_100301] Biological Microscope, MAGNUS-MLX, Olympus-USA | Institute: Centre for Water Resources Development and Management | Location: Kozhikode | Tags: microbiology, cell_culture, water_quality, diagnostics
[inst_100302] GPS-iQue/M4, Garmin-USA | Institute: Centre for Water Resources Development and Management | Location: Kozhikode | Tags: geosciences, metrology, water_quality
[inst_100303] Kajak Sediment Core Sampler | Institute: Centre for Water Resources Development and Management | Location: Kozhikode | Tags: marine_tech, geosciences, water_quality, analytical_chem
[inst_100304] Garmin GPS | Institute: Centre for Water Resources Development and Management | Location: Kozhikode | Tags: geosciences, metrology, marine_tech, water_quality
[inst_100305] Bacteriological Analysis Laboratory | Institute: Centre for Water Resources Development and Management | Location: Kozhikode | Tags: microbiology, food_safety, water_quality, analytical_chem
[inst_100306] Mobile Water Analysis Laboratory | Institute: Centre for Water Resources Development and Management | Location: Kozhikode | Tags: water_quality, analytical_chem, geosciences
[inst_100307] Total CHNS Analyzer | Institute: Centre for Water Resources Development and Management | Location: Kozhikode | Tags: analytical_chem, soil_analysis, geosciences, green_chem
[inst_100308] UV-Vis Spectrophotometer | Institute: Centre for Water Resources Development and Management | Location: Kozhikode | Tags: analytical_chem, water_quality, pharmaceuticals, soil_analysis
[inst_100309] Pressure Plate Apparatus | Institute: Centre for Water Resources Development and Management | Location: Kozhikode | Tags: soil_analysis, geosciences, water_quality
[inst_100310] Flame photometer | Institute: Centre for Water Resources Development and Management | Location: Kozhikode | Tags: soil_analysis, analytical_chem, water_quality
[inst_100311] Electronic automatic microprocessor based distillation system (Pelican) model- DISTEL EM | Institute: Centre for Water Resources Development and Management | Location: Kozhikode | Tags: soil_analysis, analytical_chem, water_quality
[inst_100312] Electronic automatic Kel plus six place macro block digestion system (pelican) model-KES 06L | Institute: Centre for Water Resources Development and Management | Location: Kozhikode | Tags: soil_analysis, analytical_chem, crop_science
[inst_100313] Electronic acid neutralising scrubber (Pelican) model KEL VAC | Institute: Centre for Water Resources Development and Management | Location: Kozhikode | Tags: soil_analysis, analytical_chem, green_chem, water_quality
[inst_100314] Yodder’s apparatus | Institute: Centre for Water Resources Development and Management | Location: Kozhikode | Tags: soil_analysis, crop_science, geosciences
[inst_100315] Soil Moisture Probe –Continuous measurement with data logger | Institute: Centre for Water Resources Development and Management | Location: Kozhikode | Tags: soil_analysis, crop_science, water_quality, geosciences
[inst_100316] Soil Moisture Probe –Point measurement with data logger | Institute: Centre for Water Resources Development and Management | Location: Kozhikode | Tags: soil_analysis, crop_science, geosciences
[inst_100317] Portable Multiparameter water quality analyzer | Institute: Centre for Water Resources Development and Management | Location: Kozhikode | Tags: water_quality, analytical_chem, soil_analysis, geosciences
[inst_100318] Time domain reflectometer | Institute: Centre for Water Resources Development and Management | Location: Kozhikode | Tags: soil_analysis, water_quality, geosciences, metrology
[inst_100319] Pocket penetrometer | Institute: Centre for Water Resources Development and Management | Location: Kozhikode | Tags: soil_analysis, metrology, crop_science
[inst_100320] Deep soil penetrometer | Institute: Centre for Water Resources Development and Management | Location: Kozhikode | Tags: soil_analysis, geosciences, analytical_chem, crop_science
[inst_100321] Willey Mill | Institute: Centre for Water Resources Development and Management | Location: Kozhikode | Tags: soil_analysis, crop_science, analytical_chem, geosciences
[inst_100322] Tensiometers | Institute: Centre for Water Resources Development and Management | Location: Kozhikode | Tags: soil_analysis, crop_science, water_quality, geosciences
[inst_100323] Soil thermometers | Institute: Centre for Water Resources Development and Management | Location: Kozhikode | Tags: soil_analysis, crop_science, geosciences
[inst_100324] Ultra low temp deep freezer | Institute: Centre for Water Resources Development and Management | Location: Kozhikode | Tags: microbiology, cell_culture, pharmaceuticals, food_safety
[inst_100325] UV-Vis Double beam Spectrophotometer | Institute: Centre for Water Resources Development and Management | Location: Kozhikode | Tags: analytical_chem, food_safety, pharmaceuticals, water_quality
[inst_100326] PCR Master Cycler | Institute: Centre for Water Resources Development and Management | Location: Kozhikode | Tags: genomics, microbiology, diagnostics, pharmaceuticals
[inst_100327] Rota vapor | Institute: Centre for Water Resources Development and Management | Location: Kozhikode | Tags: pharmaceuticals, analytical_chem, green_chem, water_quality
[inst_100328] Cooling Centrifuge | Institute: Centre for Water Resources Development and Management | Location: Kozhikode | Tags: microbiology, cell_culture, pharmaceuticals, analytical_chem
[inst_100329] Gel documentation system | Institute: Centre for Water Resources Development and Management | Location: Kozhikode | Tags: genomics, microbiology, cell_culture, diagnostics
[inst_100330] Electrophoresis apparatus | Institute: Centre for Water Resources Development and Management | Location: Kozhikode | Tags: genomics, microbiology, cell_culture, analytical_chem
[inst_100331] Microwave oven | Institute: Centre for Water Resources Development and Management | Location: Kozhikode | Tags: analytical_chem, food_safety, soil_analysis, water_quality
[inst_100332] Soxhlet apparatus | Institute: Centre for Water Resources Development and Management | Location: Kozhikode | Tags: analytical_chem, food_safety, soil_analysis, pharmaceuticals
[inst_100333] Inverted Microscope with Camera & TV Projection Facility | Institute: Centre for Water Resources Development and Management | Location: Kozhikode | Tags: microbiology, cell_culture, diagnostics, medical_devices
[inst_100334] Refrigerated Centrifuge | Institute: Centre for Water Resources Development and Management | Location: Kozhikode | Tags: microbiology, cell_culture, pharmaceuticals, food_safety
[inst_100335] Digital Microbalance | Institute: Centre for Water Resources Development and Management | Location: Kozhikode | Tags: analytical_chem, metrology, pharmaceuticals, food_safety
[inst_100336] Laminar Flow Hood | Institute: Centre for Water Resources Development and Management | Location: Kozhikode | Tags: microbiology, cell_culture, pharmaceuticals, food_safety
[inst_100337] Deep Freeze (- 85.0° C) | Institute: Centre for Water Resources Development and Management | Location: Kozhikode | Tags: microbiology, cell_culture, pharmaceuticals, genomics
[inst_100338] Autoclave | Institute: Centre for Water Resources Development and Management | Location: Kozhikode | Tags: microbiology, food_safety, pharmaceuticals, cell_culture
[inst_100339] Hot Air Oven | Institute: Centre for Water Resources Development and Management | Location: Kozhikode | Tags: food_safety, microbiology, pharmaceuticals, analytical_chem
[inst_100340] Table Top Platform Shaker | Institute: Centre for Water Resources Development and Management | Location: Kozhikode | Tags: microbiology, cell_culture, analytical_chem
[inst_100341] Magnetic Stirrer with Hot Plate | Institute: Centre for Water Resources Development and Management | Location: Kozhikode | Tags: analytical_chem, microbiology, pharmaceuticals, food_safety
[inst_100342] Inoculation Room with Laminar Air Flow Hood | Institute: Centre for Water Resources Development and Management | Location: Kozhikode | Tags: microbiology, cell_culture, food_safety, pharmaceuticals
[inst_100343] Tissue Culture Racks with Timer-controlled Lighting System | Institute: Centre for Water Resources Development and Management | Location: Kozhikode | Tags: cell_culture, microbiology, crop_science
